Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_146039_20181119_20181120_01_RT,LC81460392018323LGN00,2018/11/19,RT,1, 146, 039, 146, 039,NADIR,-.001,2018/11/20,2018:323:05:18:07.4750520,2018:323:05:18:39.2450500,LGN,DAY,8.15,8.15,347,4,6.655,5.049,4.336,9,LPGS_13.1.0,37.17918197,158.01080584,PRELIMINARY,OLI_TIRS_L1TP,OLI_TIRS,15821,15561,7911,7781,7911,7781,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181119050724_20181119055226.01,LT8BPF20181109102328_20181109103704.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'21.67"N,78°17'12.59"E,31°21'10.66"N,77°32'43.98"E,30°58'25.72"N,79°28'44.98"E,29°37'31.15"N,77°06'32.04"E,29°14'44.92"N,79°00'30.67"E,30.30602,78.28683,31.35296,77.54555,30.97381,79.47916,29.62532,77.1089,29.24581,79.00852,LC08_L1TP_146039_20181119_20181120_01_RT,LC81460392018323LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460392018323LGN00
LC08_L1TP_146040_20181119_20181120_01_RT,LC81460402018323LGN00,2018/11/19,RT,1, 146, 040, 146, 040,NADIR,-.001,2018/11/20,2018:323:05:18:31.3660910,2018:323:05:19:03.1360890,LGN,DAY,24.71,24.71,126,4,8.675,6.805,5.381,9,LPGS_13.1.0,38.41746913,157.2810566,PRELIMINARY,OLI_TIRS_L1TP,OLI_TIRS,15361,15061,7681,7531,7681,7531,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181119050724_20181119055226.01,LT8BPF20181109102328_20181109103704.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.30"N,77°54'49.07"E,29°54'56.52"N,77°10'53.11"E,29°32'20.62"N,79°05'15.83"E,28°11'13.42"N,76°45'10.40"E,27°48'35.28"N,78°37'39.07"E,28.86925,77.91363,29.9157,77.18142,29.53906,79.08773,28.18706,76.75289,27.8098,78.62752,LC08_L1TP_146040_20181119_20181120_01_RT,LC81460402018323LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018323LGN00
LC08_L1TP_145039_20181112_20181112_01_RT,LC81450392018316LGN00,2018/11/12,RT,1, 145, 039, 145, 039,NADIR,-.001,2018/11/12,2018:316:05:11:56.6231970,2018:316:05:12:28.3931950,LGN,DAY,19.68,19.68,423,4,6.517,4.915,4.28,9,LPGS_13.1.0,38.9374917,157.57574452,PRELIMINARY,OLI_TIRS_L1TP,OLI_TIRS,15701,15401,7851,7701,7851,7701,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181112050049_20181112054128.01,LT8BPF20181109102328_20181109103704.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'21.74"N,79°49'43.82"E,31°21'10.69"N,79°05'14.96"E,30°58'25.75"N,81°01'16.18"E,29°37'31.26"N,78°39'03.10"E,29°14'45.02"N,80°33'01.94"E,30.30604,79.82884,31.35297,79.08749,30.97382,81.02116,29.62535,78.65086,29.24584,80.55054,LC08_L1TP_145039_20181112_20181112_01_RT,LC81450392018316LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018316LGN00
LC08_L1TP_145040_20181112_20181112_01_RT,LC81450402018316LGN00,2018/11/12,RT,1, 145, 040, 145, 040,NADIR,-.001,2018/11/12,2018:316:05:12:20.5100000,2018:316:05:12:52.2799980,LGN,DAY,.01,.01,274,4,7.214,5.516,4.648,9,LPGS_13.1.0,40.16937614,156.79945968,PRELIMINARY,OLI_TIRS_L1TP,OLI_TIRS,15721,15421,7861,7711,7861,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181112050049_20181112054128.01,LT8BPF20181109102328_20181109103704.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.34"N,79°27'20.56"E,29°54'57.49"N,78°43'24.13"E,29°32'21.52"N,80°37'47.57"E,28°11'14.71"N,78°17'41.53"E,27°48'36.54"N,80°10'10.88"E,28.86954,79.45571,29.91597,78.72337,29.53931,80.62988,28.18742,78.29487,27.81015,80.16969,LC08_L1TP_145040_20181112_20181112_01_RT,LC81450402018316LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018316LGN00
LC08_L1TP_147039_20181110_20181110_01_RT,LC81470392018314LGN00,2018/11/10,RT,1, 147, 039, 147, 039,NADIR,-.001,2018/11/10,2018:314:05:24:18.1433340,2018:314:05:24:49.9133330,LGN,DAY,.1,.1,211,4,7.278,5.241,5.05,9,LPGS_13.1.0,39.4715041,157.39283469,PRELIMINARY,OLI_TIRS_L1TP,OLI_TIRS,15461,15161,7731,7581,7731,7581,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181110051310_20181110055349.01,LT8BPF20181109102328_20181109103704.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.61"N,76°44'19.54"E,31°21'11.52"N,75°59'49.67"E,30°58'26.00"N,77°55'53.44"E,29°37'32.41"N,75°33'37.84"E,29°14'45.60"N,77°27'39.20"E,30.30628,76.73876,31.3532,75.99713,30.97389,77.93151,29.62567,75.56051,29.246,77.46089,LC08_L1TP_147039_20181110_20181110_01_RT,LC81470392018314LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470392018314LGN00
LC08_L1TP_147040_20181110_20181110_01_RT,LC81470402018314LGN00,2018/11/10,RT,1, 147, 040, 147, 040,NADIR,-.001,2018/11/10,2018:314:05:24:42.0343730,2018:314:05:25:13.8043720,LGN,DAY,57.45,57.45,276,4,8.688,6.377,5.9,9,LPGS_13.1.0,40.70106358,156.60075738,PRELIMINARY,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181110051310_20181110055349.01,LT8BPF20181109102328_20181109103704.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.13"N,76°21'56.20"E,29°54'57.78"N,75°37'57.43"E,29°32'20.87"N,77°32'25.37"E,28°11'15.25"N,75°12'14.98"E,27°48'36.14"N,77°04'48.72"E,28.86948,76.36561,29.91605,75.63262,29.53913,77.54038,28.18757,75.20416,27.81004,77.0802,LC08_L1TP_147040_20181110_20181110_01_RT,LC81470402018314LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470402018314LGN00
LC08_L1GT_146039_20181103_20181115_01_T2,LC81460392018307LGN00,2018/11/03,T2,1, 146, 039, 146, 039,NADIR,-.001,2018/11/15,2018:307:05:18:06.4997180,2018:307:05:18:38.2697160,LGN,DAY,99.95,99.95,-1,4,0,0,0,9,LPGS_13.1.0,41.4481126,156.52402798,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15841,15561,7921,7781,7921,7781,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181103050611_20181103055226.01,LT8BPF20181025064706_20181109102328.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'23.08"N,78°17'00.71"E,31°21'12.13"N,77°32'31.88"E,30°58'26.80"N,79°28'33.60"E,29°37'32.81"N,77°06'19.69"E,29°14'46.18"N,79°00'19.04"E,30.30641,78.28353,31.35337,77.54219,30.97411,79.476,29.62578,77.10547,29.24616,79.00529,LC08_L1GT_146039_20181103_20181115_01_T2,LC81460392018307LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460392018307LGN00
LC08_L1TP_146040_20181103_20181115_01_T1,LC81460402018307LGN00,2018/11/03,T1,1, 146, 040, 146, 040,NADIR,-.001,2018/11/15,2018:307:05:18:30.3992290,2018:307:05:19:02.1692270,LGN,DAY,73.35,73.35,89,4,9.224,6.678,6.363,9,LPGS_13.1.0,42.66556252,155.66692522,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15361,15061,7681,7531,7681,7531,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181103050611_20181103055226.01,LT8BPF20181025064706_20181109102328.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.05"N,77°54'36.43"E,29°54'56.20"N,77°10'40.33"E,29°32'19.93"N,79°05'03.73"E,28°11'13.52"N,76°44'57.48"E,27°48'35.06"N,78°37'26.80"E,28.86918,77.91012,29.91561,77.17787,29.53887,79.08437,28.18709,76.7493,27.80974,78.62411,LC08_L1TP_146040_20181103_20181115_01_T1,LC81460402018307LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018307LGN00
LC08_L1TP_145039_20181027_20181115_01_T1,LC81450392018300LGN00,2018/10/27,T1,1, 145, 039, 145, 039,NADIR,-.001,2018/11/15,2018:300:05:11:54.3600310,2018:300:05:12:26.1300290,LGN,DAY,11.67,11.67,429,4,6.179,4.94,3.711,9,LPGS_13.1.0,43.54336422,155.29002571,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15421,7851,7711,7851,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181027045911_20181027054126.01,LT8BPF20181025064706_20181109102328.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.07"N,79°49'47.82"E,31°21'10.91"N,79°05'18.96"E,30°58'25.57"N,81°01'20.75"E,29°37'31.80"N,78°39'06.80"E,29°14'45.13"N,80°33'06.23"E,30.30613,79.82995,31.35303,79.0886,30.97377,81.02243,29.6255,78.65189,29.24587,80.55173,LC08_L1TP_145039_20181027_20181115_01_T1,LC81450392018300LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018300LGN00
LC08_L1TP_145040_20181027_20181115_01_T1,LC81450402018300LGN00,2018/10/27,T1,1, 145, 040, 145, 040,NADIR,-.001,2018/11/15,2018:300:05:12:18.2510700,2018:300:05:12:50.0210680,LGN,DAY,.03,.03,264,4,7.174,5.452,4.664,9,LPGS_13.1.0,44.74233012,154.3525626,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15721,15421,7861,7711,7861,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181027045911_20181027054126.01,LT8BPF20181025064706_20181109102328.01,LC08CPF_20181001_20181231_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.80"N,79°27'24.16"E,29°54'57.02"N,78°43'27.62"E,29°32'20.62"N,80°37'51.64"E,28°11'14.35"N,78°17'44.74"E,27°48'35.78"N,80°10'14.63"E,28.86939,79.45671,29.91584,78.72434,29.53906,80.63101,28.18732,78.29576,27.80994,80.17073,LC08_L1TP_145040_20181027_20181115_01_T1,LC81450402018300LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018300LGN00
LC08_L1TP_147039_20181025_20181031_01_T1,LC81470392018298LGN00,2018/10/25,T1,1, 147, 039, 147, 039,NADIR,-.001,2018/10/31,2018:298:05:24:15.5157480,2018:298:05:24:47.2857470,LGN,DAY,.34,.34,208,4,6.701,4.957,4.509,9,LPGS_13.1.0,44.15460764,154.87067793,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15461,15181,7731,7591,7731,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181025051132_20181025055347.01,LT8BPF20181025042600_20181025064706.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.07"N,76°44'27.10"E,31°21'11.20"N,75°59'57.12"E,30°58'25.28"N,77°56'01.36"E,29°37'32.23"N,75°33'44.96"E,29°14'44.99"N,77°27'46.80"E,30.30613,76.74086,31.35311,75.9992,30.97369,77.93371,29.62562,75.56249,29.24583,77.463,LC08_L1TP_147039_20181025_20181031_01_T1,LC81470392018298LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470392018298LGN00
LC08_L1TP_147040_20181025_20181031_01_T1,LC81470402018298LGN00,2018/10/25,T1,1, 147, 040, 147, 040,NADIR,-.001,2018/10/31,2018:298:05:24:39.4110230,2018:298:05:25:11.1810220,LGN,DAY,.84,.84,289,4,8.615,6.474,5.683,9,LPGS_13.1.0,45.34750531,153.9068534,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15201,7741,7601,7741,7601,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181025051132_20181025055347.01,LT8BPF20181025042600_20181025064706.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'08.87"N,76°22'03.14"E,29°54'56.48"N,75°38'04.45"E,29°32'19.14"N,77°32'32.82"E,28°11'14.14"N,75°12'21.74"E,27°48'34.56"N,77°04'55.96"E,28.86913,76.36754,29.91569,75.63457,29.53865,77.54245,28.18726,75.20604,27.8096,77.08221,LC08_L1TP_147040_20181025_20181031_01_T1,LC81470402018298LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470402018298LGN00
LC08_L1TP_146039_20181018_20181031_01_T1,LC81460392018291LGN00,2018/10/18,T1,1, 146, 039, 146, 039,NADIR,-.001,2018/10/31,2018:291:05:18:02.6523460,2018:291:05:18:34.4223450,LGN,DAY,10.53,10.53,365,4,6.167,4.51,4.206,9,LPGS_13.1.0,46.33831107,153.1463918,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15841,15561,7921,7781,7921,7781,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181018050432_20181018055222.01,LT8BPF20181007000426_20181025042600.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.72"N,78°17'17.56"E,31°21'11.70"N,77°32'48.70"E,30°58'26.11"N,79°28'50.66"E,29°37'32.66"N,77°06'36.22"E,29°14'45.82"N,79°00'35.86"E,30.30631,78.28821,31.35325,77.54686,30.97392,79.48074,29.62574,77.11006,29.24606,79.00996,LC08_L1TP_146039_20181018_20181031_01_T1,LC81460392018291LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460392018291LGN00
LC08_L1TP_146040_20181018_20181031_01_T1,LC81460402018291LGN00,2018/10/18,T1,1, 146, 040, 146, 040,NADIR,-.001,2018/10/31,2018:291:05:18:26.5518570,2018:291:05:18:58.3218560,LGN,DAY,5.43,5.43,164,4,8.1,6.31,5.079,9,LPGS_13.1.0,47.50490529,152.07797247,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15361,15061,7681,7531,7681,7531,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181018050432_20181018055222.01,LT8BPF20181007000426_20181025042600.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'08.72"N,77°54'53.24"E,29°54'56.02"N,77°10'56.86"E,29°32'19.50"N,79°05'20.54"E,28°11'13.34"N,76°45'13.82"E,27°48'34.63"N,78°37'43.43"E,28.86909,77.91479,29.91556,77.18246,29.53875,79.08904,28.18704,76.75384,27.80962,78.62873,LC08_L1TP_146040_20181018_20181031_01_T1,LC81460402018291LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018291LGN00
LC08_L1TP_145039_20181011_20181030_01_T1,LC81450392018284LGN00,2018/10/11,T1,1, 145, 039, 145, 039,NADIR,-.001,2018/10/30,2018:284:05:11:49.3189210,2018:284:05:12:21.0889190,LGN,DAY,68.86,68.86,191,4,6.694,5.108,4.327,9,LPGS_13.1.0,48.54605134,151.03743987,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15421,7851,7711,7851,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181011045755_20181011054121.01,LT8BPF20181007000426_20181025042600.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'23.04"N,79°50'18.28"E,31°21'12.10"N,79°05'49.70"E,30°58'26.44"N,81°01'51.31"E,29°37'32.99"N,78°39'37.12"E,29°14'46.03"N,80°33'36.40"E,30.3064,79.83841,31.35336,79.09714,30.97401,81.03092,29.62583,78.66031,29.24612,80.56011,LC08_L1TP_145039_20181011_20181030_01_T1,LC81450392018284LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018284LGN00
LC08_L1TP_145040_20181011_20181030_01_T1,LC81450402018284LGN00,2018/10/11,T1,1, 145, 040, 145, 040,NADIR,-.001,2018/10/30,2018:284:05:12:13.2184320,2018:284:05:12:44.9884300,LGN,DAY,15.19,15.19,176,4,8.051,5.982,5.389,9,LPGS_13.1.0,49.67870575,149.84400259,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15721,15421,7861,7711,7861,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181011045755_20181011054121.01,LT8BPF20181007000426_20181025042600.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.12"N,79°27'53.71"E,29°54'56.38"N,78°43'57.50"E,29°32'19.72"N,80°38'21.37"E,28°11'13.78"N,78°18'14.44"E,27°48'34.92"N,80°10'44.22"E,28.8692,79.46492,29.91566,78.73264,29.53881,80.63927,28.18716,78.30401,27.8097,80.17895,LC08_L1TP_145040_20181011_20181030_01_T1,LC81450402018284LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018284LGN00
LC08_L1TP_147039_20181009_20181029_01_T1,LC81470392018282LGN00,2018/10/09,T1,1, 147, 039, 147, 039,NADIR,-.001,2018/10/29,2018:282:05:24:10.1316950,2018:282:05:24:41.9016940,LGN,DAY,2.35,2.35,223,4,7.095,5.176,4.852,9,LPGS_13.1.0,49.17232742,150.36667836,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15461,15181,7731,7591,7731,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181009051015_20181009055341.01,LT8BPF20181007000426_20181025042600.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.28"N,76°45'00.18"E,31°21'11.56"N,76°00'30.38"E,30°58'25.36"N,77°56'34.40"E,29°37'32.66"N,75°34'17.76"E,29°14'45.17"N,77°28'19.42"E,30.30619,76.75005,31.35321,76.00844,30.97371,77.94289,29.62574,75.5716,29.24588,77.47206,LC08_L1TP_147039_20181009_20181029_01_T1,LC81470392018282LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470392018282LGN00
LC08_L1TP_147040_20181009_20181029_01_T1,LC81470402018282LGN00,2018/10/09,T1,1, 147, 040, 147, 040,NADIR,-.001,2018/10/29,2018:282:05:24:34.0227340,2018:282:05:25:05.7927330,LGN,DAY,1.04,1.04,291,4,8.328,6.345,5.394,9,LPGS_13.1.0,50.29348239,149.13418634,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15201,7741,7601,7741,7601,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181009051015_20181009055341.01,LT8BPF20181007000426_20181025042600.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.13"N,76°22'36.12"E,29°54'57.82"N,75°38'37.54"E,29°32'20.18"N,77°33'05.72"E,28°11'15.58"N,75°12'54.47"E,27°48'35.78"N,77°05'28.54"E,28.86948,76.3767,29.91606,75.64376,29.53894,77.55159,28.18766,75.21513,27.80994,77.09126,LC08_L1TP_147040_20181009_20181029_01_T1,LC81470402018282LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470402018282LGN00
LC08_L1TP_146039_20181002_20181010_01_T1,LC81460392018275LGN00,2018/10/02,T1,1, 146, 039, 146, 039,NADIR,-.001,2018/10/10,2018:275:05:17:56.0653130,2018:275:05:18:27.8353110,LGN,DAY,4.11,4.11,401,4,6.306,4.484,4.434,9,LPGS_13.1.0,51.346808,147.75412656,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15821,15561,7911,7781,7911,7781,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20181002050401_20181002054639.01,LT8BPF20180925144501_20181006213757.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'21.78"N,78°18'01.69"E,31°21'10.87"N,77°33'33.19"E,30°58'25.18"N,79°29'34.73"E,29°37'31.73"N,77°07'20.57"E,29°14'44.74"N,79°01'19.78"E,30.30605,78.30047,31.35302,77.55922,30.97366,79.49298,29.62548,77.12238,29.24576,79.02216,LC08_L1TP_146039_20181002_20181010_01_T1,LC81460392018275LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460392018275LGN00
LC08_L1TP_146040_20181002_20181010_01_T1,LC81460402018275LGN00,2018/10/02,T1,1, 146, 040, 146, 040,NADIR,-.001,2018/10/10,2018:275:05:18:19.9563520,2018:275:05:18:51.7263500,LGN,DAY,.07,.07,215,4,8.722,6.318,6.013,9,LPGS_13.1.0,52.42314679,146.36841322,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15361,15061,7681,7531,7681,7531,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20181002050401_20181002054639.01,LT8BPF20180925144501_20181006213757.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.62"N,77°55'37.67"E,29°54'57.02"N,77°11'41.68"E,29°32'20.40"N,79°06'04.97"E,28°11'14.28"N,76°45'58.43"E,27°48'35.46"N,78°38'27.71"E,28.86934,77.92713,29.91584,77.19491,29.539,79.10138,28.1873,76.76623,27.80985,78.64103,LC08_L1TP_146040_20181002_20181010_01_T1,LC81460402018275LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018275LGN00
LC08_L1TP_145039_20180925_20180929_01_T1,LC81450392018268LGN00,2018/09/25,T1,1, 145, 039, 145, 039,NADIR,-.001,2018/09/29,2018:268:05:11:41.5671280,2018:268:05:12:13.3371270,LGN,DAY,21.42,21.42,262,4,7.457,5.417,5.125,9,LPGS_13.1.0,53.45053961,144.76075298,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15401,7851,7701,7851,7701,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180925031854_20180925054113.01,LT8BPF20180910115011_20180925122426.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.39"N,79°51'14.29"E,31°21'11.59"N,79°06'46.33"E,30°58'25.75"N,81°02'47.36"E,29°37'32.41"N,78°40'33.31"E,29°14'45.31"N,80°34'32.02"E,30.30622,79.85397,31.35322,79.11287,30.97382,81.04649,29.62567,78.67592,29.24592,80.57556,LC08_L1TP_145039_20180925_20180929_01_T1,LC81450392018268LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018268LGN00
LC08_L1TP_145040_20180925_20180929_01_T1,LC81450402018268LGN00,2018/09/25,T1,1, 145, 040, 145, 040,NADIR,-.001,2018/09/29,2018:268:05:12:05.4581670,2018:268:05:12:37.2281660,LGN,DAY,67.12,67.12,123,4,7.306,5.648,4.634,9,LPGS_13.1.0,54.47258777,143.19943625,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15721,15421,7861,7711,7861,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180925031854_20180925054113.01,LT8BPF20180910115011_20180925122426.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.16"N,79°28'49.98"E,29°54'57.71"N,78°44'54.28"E,29°32'20.83"N,80°39'17.57"E,28°11'15.00"N,78°19'10.67"E,27°48'35.93"N,80°11'39.91"E,28.86949,79.48055,29.91603,78.74841,29.53912,80.65488,28.1875,78.31963,27.80998,80.19442,LC08_L1TP_145040_20180925_20180929_01_T1,LC81450402018268LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018268LGN00
LC08_L1GT_147039_20180923_20180928_01_T2,LC81470392018266LGN00,2018/09/23,T2,1, 147, 039, 147, 039,NADIR,-.001,2018/09/28,2018:266:05:24:02.0582680,2018:266:05:24:33.8282670,LGN,DAY,24.53,24.53,-1,4,0,0,0,9,LPGS_13.1.0,54.03101959,143.84219146,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15461,15181,7731,7591,7731,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180923050943_20180923055333.01,LT8BPF20180910115011_20180925122426.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.39"N,76°45'57.85"E,31°21'11.88"N,76°01'28.45"E,30°58'25.50"N,77°57'31.86"E,29°37'32.84"N,75°35'15.54"E,29°14'45.20"N,77°29'16.62"E,30.30622,76.76607,31.3533,76.02457,30.97375,77.95885,29.62579,75.58765,29.24589,77.48795,LC08_L1GT_147039_20180923_20180928_01_T2,LC81470392018266LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470392018266LGN00
LC08_L1GT_147040_20180923_20180928_01_T2,LC81470402018266LGN00,2018/09/23,T2,1, 147, 040, 147, 040,NADIR,-.001,2018/09/28,2018:266:05:24:25.9535430,2018:266:05:24:57.7235410,LGN,DAY,64.71,64.71,-1,4,0,0,0,9,LPGS_13.1.0,55.03595709,142.22676884,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180923050943_20180923055333.01,LT8BPF20180910115011_20180925122426.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.34"N,76°23'33.22"E,29°54'57.06"N,75°39'35.28"E,29°32'19.32"N,77°34'02.82"E,28°11'14.78"N,75°13'51.71"E,27°48'34.81"N,77°06'25.16"E,28.86926,76.39256,29.91585,75.6598,29.5387,77.56745,28.18744,75.23103,27.80967,77.10699,LC08_L1GT_147040_20180923_20180928_01_T2,LC81470402018266LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470402018266LGN00
